# format: as|source|type
# date: 20150802
# name: as2type
# exe: type-convert-amogh.pl
# files: /project/as2org/20150801/asclass/exp-sets/20150801.merged.class.txt
# types: Content|Enterprise|Transit/Access
12570|peerDB_class|Transit/Access
12571|CAIDA_class|Enterprise
12574|peerDB_class|Content
12576|peerDB_class|Transit/Access
12577|peerDB_class|Transit/Access
12578|peerDB_class|Transit/Access
12579|CAIDA_class|Enterprise
12580|CAIDA_class|Transit/Access
12581|CAIDA_class|Transit/Access
12582|CAIDA_class|Transit/Access
12583|CAIDA_class|Enterprise
12586|peerDB_class|Transit/Access
12587|CAIDA_class|Enterprise
12589|CAIDA_class|Enterprise
12591|CAIDA_class|Enterprise
12592|CAIDA_class|Enterprise
12593|CAIDA_class|Transit/Access
12594|CAIDA_class|Transit/Access
12595|CAIDA_class|Transit/Access
12597|peerDB_class|Transit/Access
12598|CAIDA_class|Enterprise
12599|CAIDA_class|Transit/Access
12601|CAIDA_class|Enterprise
12605|peerDB_class|Transit/Access
12607|CAIDA_class|Transit/Access
12608|CAIDA_class|Enterprise
12610|CAIDA_class|Enterprise
12611|peerDB_class|Transit/Access
12614|CAIDA_class|Enterprise
12615|peerDB_class|Transit/Access
12617|peerDB_class|Content
12618|CAIDA_class|Transit/Access
12619|CAIDA_class|Enterprise
12620|peerDB_class|Transit/Access
12621|CAIDA_class|Transit/Access
12622|peerDB_class|Transit/Access
12625|CAIDA_class|Enterprise
12626|CAIDA_class|Transit/Access
12628|CAIDA_class|Enterprise
12629|CAIDA_class|Transit/Access
12630|CAIDA_class|Enterprise
12632|CAIDA_class|Transit/Access
12635|peerDB_class|Transit/Access
12637|peerDB_class|Content
12638|peerDB_class|Transit/Access
12639|CAIDA_class|Enterprise
12642|CAIDA_class|Transit/Access
12643|CAIDA_class|Enterprise
12644|CAIDA_class|Transit/Access
12645|CAIDA_class|Transit/Access
12646|CAIDA_class|Transit/Access
12649|CAIDA_class|Enterprise
12650|peerDB_class|Content
12651|manual_class|Enterprise
12653|CAIDA_class|Transit/Access
12654|CAIDA_class|Transit/Access
12655|CAIDA_class|Enterprise
12657|CAIDA_class|Transit/Access
12658|CAIDA_class|Content
12659|CAIDA_class|Enterprise
12660|CAIDA_class|Transit/Access
12662|CAIDA_class|Enterprise
12663|CAIDA_class|Transit/Access
12664|CAIDA_class|Enterprise
12665|CAIDA_class|Enterprise
12666|CAIDA_class|Enterprise
12668|CAIDA_class|Transit/Access
12669|CAIDA_class|Enterprise
12670|peerDB_class|Transit/Access
12672|CAIDA_class|Enterprise
12675|CAIDA_class|Transit/Access
12676|peerDB_class|Transit/Access
12678|peerDB_class|Content
12679|CAIDA_class|Transit/Access
12680|CAIDA_class|Transit/Access
12683|CAIDA_class|Transit/Access
12684|peerDB_class|Transit/Access
12685|CAIDA_class|Transit/Access
12686|CAIDA_class|Enterprise
12687|CAIDA_class|Transit/Access
12688|CAIDA_class|Transit/Access
12690|CAIDA_class|Transit/Access
12691|CAIDA_class|Enterprise
12693|peerDB_class|Transit/Access
12695|peerDB_class|Transit/Access
12696|CAIDA_class|Transit/Access
12700|CAIDA_class|Transit/Access
12701|CAIDA_class|Transit/Access
12703|peerDB_class|Transit/Access
12705|CAIDA_class|Transit/Access
12706|CAIDA_class|Enterprise
12707|CAIDA_class|Enterprise
12708|CAIDA_class|Transit/Access
12709|CAIDA_class|Transit/Access
12713|peerDB_class|Transit/Access
12714|peerDB_class|Transit/Access
12715|CAIDA_class|Transit/Access
12716|CAIDA_class|Transit/Access
12722|CAIDA_class|Transit/Access
12724|CAIDA_class|Transit/Access
12726|CAIDA_class|Enterprise
12727|CAIDA_class|Transit/Access
12729|CAIDA_class|Enterprise
12730|CAIDA_class|Transit/Access
12731|peerDB_class|Transit/Access
12732|CAIDA_class|Transit/Access
12734|CAIDA_class|Content
12735|CAIDA_class|Transit/Access
12736|CAIDA_class|Enterprise
12739|CAIDA_class|Transit/Access
12740|CAIDA_class|Enterprise
12741|peerDB_class|Transit/Access
12743|CAIDA_class|Transit/Access
12748|CAIDA_class|Enterprise
12749|CAIDA_class|Enterprise
12750|CAIDA_class|Enterprise
12751|CAIDA_class|Transit/Access
12753|CAIDA_class|Enterprise
12754|peerDB_class|Transit/Access
12756|CAIDA_class|Enterprise
12757|peerDB_class|Transit/Access
12759|peerDB_class|Transit/Access
12762|CAIDA_class|Enterprise
12763|CAIDA_class|Enterprise
12764|CAIDA_class|Transit/Access
12765|CAIDA_class|Enterprise
12766|CAIDA_class|Enterprise
12767|peerDB_class|Transit/Access
12768|CAIDA_class|Transit/Access
12769|CAIDA_class|Transit/Access
12770|CAIDA_class|Enterprise
12772|CAIDA_class|Transit/Access
12773|peerDB_class|Transit/Access
12774|CAIDA_class|Enterprise
12775|peerDB_class|Transit/Access
12776|CAIDA_class|Enterprise
12777|CAIDA_class|Transit/Access
12778|CAIDA_class|Transit/Access
12779|peerDB_class|Transit/Access
12782|CAIDA_class|Enterprise
12783|CAIDA_class|Transit/Access
12785|CAIDA_class|Enterprise
12786|peerDB_class|Content
12787|CAIDA_class|Enterprise
12788|CAIDA_class|Transit/Access
12789|CAIDA_class|Enterprise
12790|CAIDA_class|Transit/Access
12792|CAIDA_class|Transit/Access
12793|CAIDA_class|Transit/Access
12794|CAIDA_class|Transit/Access
12795|CAIDA_class|Enterprise
12796|CAIDA_class|Transit/Access
12797|CAIDA_class|Transit/Access
12798|CAIDA_class|Enterprise
12802|CAIDA_class|Enterprise
12803|CAIDA_class|Enterprise
12804|CAIDA_class|Enterprise
12807|CAIDA_class|Enterprise
12808|CAIDA_class|Transit/Access
12809|CAIDA_class|Enterprise
12810|peerDB_class|Transit/Access
12812|CAIDA_class|Enterprise
12813|CAIDA_class|Enterprise
12815|CAIDA_class|Enterprise
12816|CAIDA_class|Transit/Access
12817|CAIDA_class|Enterprise
12818|CAIDA_class|Enterprise
12819|CAIDA_class|Transit/Access
12820|CAIDA_class|Transit/Access
12821|CAIDA_class|Transit/Access
12822|peerDB_class|Transit/Access
12823|CAIDA_class|Enterprise
12824|CAIDA_class|Content
12826|peerDB_class|Transit/Access
12827|CAIDA_class|Content
12828|CAIDA_class|Transit/Access
12829|CAIDA_class|Transit/Access
12830|CAIDA_class|Transit/Access
12831|CAIDA_class|Transit/Access
12833|CAIDA_class|Enterprise
12834|manual_class|Enterprise
12835|peerDB_class|Transit/Access
12836|CAIDA_class|Transit/Access
12837|CAIDA_class|Enterprise
12839|CAIDA_class|Transit/Access
12840|CAIDA_class|Transit/Access
12842|CAIDA_class|Transit/Access
12843|peerDB_class|Transit/Access
12844|CAIDA_class|Transit/Access
12846|CAIDA_class|Transit/Access
12847|CAIDA_class|Transit/Access
12849|peerDB_class|Transit/Access
12850|peerDB_class|Transit/Access
12853|CAIDA_class|Enterprise
12854|peerDB_class|Content
12857|CAIDA_class|Enterprise
12859|peerDB_class|Transit/Access
12860|CAIDA_class|Content
12861|CAIDA_class|Enterprise
12870|CAIDA_class|Enterprise
12871|peerDB_class|Transit/Access
12872|CAIDA_class|Transit/Access
12873|CAIDA_class|Enterprise
12874|peerDB_class|Transit/Access
12876|peerDB_class|Content
12877|CAIDA_class|Enterprise
12879|CAIDA_class|Transit/Access
12880|CAIDA_class|Transit/Access
12883|peerDB_class|Transit/Access
12884|CAIDA_class|Enterprise
12886|CAIDA_class|Transit/Access
12888|CAIDA_class|Transit/Access
12890|CAIDA_class|Enterprise
12891|CAIDA_class|Transit/Access
12895|CAIDA_class|Content
12897|CAIDA_class|Transit/Access
12898|CAIDA_class|Transit/Access
12902|peerDB_class|Transit/Access
12903|CAIDA_class|Enterprise
12905|peerDB_class|Transit/Access
12906|CAIDA_class|Enterprise
12907|CAIDA_class|Transit/Access
12908|CAIDA_class|Transit/Access
12910|CAIDA_class|Enterprise
12912|CAIDA_class|Transit/Access
12915|CAIDA_class|Transit/Access
12922|CAIDA_class|Enterprise
12923|CAIDA_class|Content
12924|CAIDA_class|Enterprise
12925|CAIDA_class|Transit/Access
12926|peerDB_class|Transit/Access
12928|CAIDA_class|Enterprise
12929|CAIDA_class|Transit/Access
12930|CAIDA_class|Transit/Access
12931|peerDB_class|Content
12935|CAIDA_class|Enterprise
12936|CAIDA_class|Enterprise
12939|CAIDA_class|Transit/Access
12941|peerDB_class|Transit/Access
12942|CAIDA_class|Enterprise
12945|CAIDA_class|Enterprise
12946|CAIDA_class|Transit/Access
12954|CAIDA_class|Enterprise
12956|peerDB_class|Transit/Access
12958|peerDB_class|Transit/Access
12961|CAIDA_class|Enterprise
12962|CAIDA_class|Enterprise
12963|CAIDA_class|Transit/Access
12964|CAIDA_class|Enterprise
12965|CAIDA_class|Enterprise
12966|manual_class|Enterprise
12968|peerDB_class|Transit/Access
12969|peerDB_class|Transit/Access
12971|CAIDA_class|Transit/Access
12974|CAIDA_class|Enterprise
12975|peerDB_class|Transit/Access
12976|CAIDA_class|Transit/Access
12978|CAIDA_class|Transit/Access
12979|CAIDA_class|Transit/Access
12980|CAIDA_class|Content
12982|CAIDA_class|Content
12985|peerDB_class|Transit/Access
12986|CAIDA_class|Enterprise
12988|CAIDA_class|Enterprise
12989|peerDB_class|Transit/Access
12990|peerDB_class|Content
12991|CAIDA_class|Content
12992|CAIDA_class|Enterprise
12993|peerDB_class|Content
12994|CAIDA_class|Content
12996|peerDB_class|Content
12997|CAIDA_class|Transit/Access
12998|CAIDA_class|Transit/Access
12999|CAIDA_class|Enterprise
13000|manual_class|Enterprise
13001|CAIDA_class|Transit/Access
13002|peerDB_class|Transit/Access
13003|CAIDA_class|Transit/Access
13004|peerDB_class|Transit/Access
13005|peerDB_class|Transit/Access
13009|peerDB_class|Transit/Access
13010|CAIDA_class|Enterprise
13011|CAIDA_class|Enterprise
13012|CAIDA_class|Transit/Access
13016|CAIDA_class|Transit/Access
13018|CAIDA_class|Enterprise
13020|CAIDA_class|Enterprise
13021|CAIDA_class|Enterprise
13022|CAIDA_class|Transit/Access
13023|CAIDA_class|Transit/Access
13026|CAIDA_class|Enterprise
13027|CAIDA_class|Enterprise
13029|CAIDA_class|Enterprise
13030|peerDB_class|Transit/Access
13031|CAIDA_class|Enterprise
13032|CAIDA_class|Transit/Access
13034|CAIDA_class|Enterprise
13035|CAIDA_class|Enterprise
13036|peerDB_class|Transit/Access
13037|peerDB_class|Transit/Access
13038|CAIDA_class|Enterprise
13039|peerDB_class|Transit/Access
13040|CAIDA_class|Enterprise
13041|CAIDA_class|Transit/Access
13042|CAIDA_class|Enterprise
13043|CAIDA_class|Content
13045|CAIDA_class|Transit/Access
13046|CAIDA_class|Transit/Access
13053|CAIDA_class|Transit/Access
13054|peerDB_class|Transit/Access
13055|CAIDA_class|Transit/Access
13056|CAIDA_class|Transit/Access
13059|CAIDA_class|Enterprise
13060|CAIDA_class|Enterprise
13063|CAIDA_class|Transit/Access
13064|peerDB_class|Transit/Access
13065|CAIDA_class|Transit/Access
13066|CAIDA_class|Transit/Access
13068|CAIDA_class|Enterprise
13069|CAIDA_class|Transit/Access
13070|CAIDA_class|Transit/Access
13073|manual_class|Enterprise
13074|CAIDA_class|Enterprise
13075|CAIDA_class|Enterprise
13076|CAIDA_class|Enterprise
13077|CAIDA_class|Enterprise
13078|CAIDA_class|Enterprise
13079|CAIDA_class|Transit/Access
13082|CAIDA_class|Transit/Access
13085|manual_class|Enterprise
13088|CAIDA_class|Transit/Access
13089|CAIDA_class|Enterprise
13091|CAIDA_class|Transit/Access
13092|CAIDA_class|Transit/Access
13093|CAIDA_class|Enterprise
13094|CAIDA_class|Transit/Access
13095|CAIDA_class|Transit/Access
13097|CAIDA_class|Transit/Access
13099|CAIDA_class|Transit/Access
13100|CAIDA_class|Transit/Access
13101|peerDB_class|Transit/Access
13102|CAIDA_class|Enterprise
13103|CAIDA_class|Transit/Access
13104|CAIDA_class|Transit/Access
13105|peerDB_class|Transit/Access
13106|CAIDA_class|Transit/Access
13107|CAIDA_class|Enterprise
13110|CAIDA_class|Transit/Access
13113|CAIDA_class|Transit/Access
13114|CAIDA_class|Transit/Access
13115|CAIDA_class|Enterprise
13116|CAIDA_class|Enterprise
13118|CAIDA_class|Transit/Access
13119|CAIDA_class|Transit/Access
13120|CAIDA_class|Transit/Access
13121|CAIDA_class|Transit/Access
13122|peerDB_class|Transit/Access
13124|peerDB_class|Transit/Access
13126|CAIDA_class|Transit/Access
13127|peerDB_class|Transit/Access
13128|CAIDA_class|Transit/Access
13130|CAIDA_class|Enterprise
13132|peerDB_class|Transit/Access
13133|CAIDA_class|Transit/Access
13134|CAIDA_class|Enterprise
13135|peerDB_class|Transit/Access
13136|CAIDA_class|Transit/Access
13137|CAIDA_class|Enterprise
13138|CAIDA_class|Enterprise
13147|peerDB_class|Content
13148|CAIDA_class|Enterprise
13153|CAIDA_class|Enterprise
13154|CAIDA_class|Enterprise
13155|CAIDA_class|Transit/Access
13156|CAIDA_class|Transit/Access
13157|peerDB_class|Transit/Access
13160|CAIDA_class|Enterprise
13165|CAIDA_class|Enterprise
13167|CAIDA_class|Enterprise
13168|CAIDA_class|Transit/Access
13169|CAIDA_class|Enterprise
13170|CAIDA_class|Transit/Access
13171|CAIDA_class|Enterprise
13172|CAIDA_class|Transit/Access
13173|CAIDA_class|Transit/Access
13174|CAIDA_class|Transit/Access
13178|peerDB_class|Transit/Access
13180|CAIDA_class|Enterprise
13181|CAIDA_class|Enterprise
13182|CAIDA_class|Transit/Access
13183|CAIDA_class|Transit/Access
13184|peerDB_class|Transit/Access
13185|CAIDA_class|Enterprise
13187|CAIDA_class|Enterprise
13188|peerDB_class|Transit/Access
13189|peerDB_class|Transit/Access
13191|CAIDA_class|Enterprise
13192|CAIDA_class|Enterprise
13193|peerDB_class|Transit/Access
13194|peerDB_class|Transit/Access
13200|CAIDA_class|Enterprise
13201|CAIDA_class|Transit/Access
13202|CAIDA_class|Enterprise
13205|CAIDA_class|Transit/Access
13208|CAIDA_class|Transit/Access
13209|CAIDA_class|Transit/Access
13210|CAIDA_class|Transit/Access
13213|peerDB_class|Content
13214|peerDB_class|Content
13215|CAIDA_class|Transit/Access
13216|CAIDA_class|Enterprise
13223|CAIDA_class|Enterprise
13224|manual_class|Enterprise
13225|CAIDA_class|Enterprise
13226|peerDB_class|Transit/Access
13227|CAIDA_class|Transit/Access
13230|CAIDA_class|Transit/Access
13231|CAIDA_class|Transit/Access
13232|CAIDA_class|Enterprise
13233|CAIDA_class|Enterprise
13236|CAIDA_class|Transit/Access
13237|peerDB_class|Transit/Access
13238|peerDB_class|Content
13240|CAIDA_class|Enterprise
13243|peerDB_class|Content
13244|CAIDA_class|Enterprise
13246|peerDB_class|Transit/Access
13247|CAIDA_class|Transit/Access
13249|peerDB_class|Transit/Access
13250|CAIDA_class|Transit/Access
13251|CAIDA_class|Enterprise
13253|CAIDA_class|Enterprise
13254|CAIDA_class|Transit/Access
13257|CAIDA_class|Transit/Access
13259|CAIDA_class|Transit/Access
13261|CAIDA_class|Enterprise
13263|CAIDA_class|Enterprise
13266|CAIDA_class|Transit/Access
13267|CAIDA_class|Enterprise
13272|peerDB_class|Transit/Access
13273|CAIDA_class|Transit/Access
13274|CAIDA_class|Enterprise
13276|CAIDA_class|Transit/Access
13278|CAIDA_class|Enterprise
13280|CAIDA_class|Transit/Access
13281|CAIDA_class|Enterprise
13283|CAIDA_class|Enterprise
13284|peerDB_class|Transit/Access
13285|peerDB_class|Transit/Access
13287|CAIDA_class|Content
13289|peerDB_class|Transit/Access
13292|CAIDA_class|Transit/Access
13293|CAIDA_class|Transit/Access
13296|CAIDA_class|Transit/Access
13298|CAIDA_class|Enterprise
13301|peerDB_class|Content
13303|CAIDA_class|Transit/Access
13306|CAIDA_class|Transit/Access
13307|CAIDA_class|Transit/Access
13312|CAIDA_class|Enterprise
13313|CAIDA_class|Enterprise
13314|CAIDA_class|Enterprise
13315|CAIDA_class|Transit/Access
13316|CAIDA_class|Transit/Access
13317|CAIDA_class|Enterprise
13319|CAIDA_class|Transit/Access
13322|CAIDA_class|Enterprise
13323|CAIDA_class|Enterprise
13324|CAIDA_class|Enterprise
13325|CAIDA_class|Content
13326|CAIDA_class|Transit/Access
13327|CAIDA_class|Transit/Access
13328|CAIDA_class|Enterprise
13329|CAIDA_class|Transit/Access
13330|CAIDA_class|Transit/Access
13331|peerDB_class|Content
13332|peerDB_class|Content
13333|CAIDA_class|Transit/Access
13334|CAIDA_class|Enterprise
13335|peerDB_class|Content
13336|CAIDA_class|Enterprise
13337|CAIDA_class|Transit/Access
13338|CAIDA_class|Enterprise
13339|CAIDA_class|Enterprise
13340|CAIDA_class|Transit/Access
13341|CAIDA_class|Transit/Access
13342|CAIDA_class|Transit/Access
13344|CAIDA_class|Enterprise
13345|CAIDA_class|Content
13346|CAIDA_class|Enterprise
13347|CAIDA_class|Enterprise
13348|CAIDA_class|Enterprise
13349|CAIDA_class|Enterprise
13351|CAIDA_class|Transit/Access
13352|CAIDA_class|Enterprise
13353|CAIDA_class|Transit/Access
13354|peerDB_class|Transit/Access
13355|CAIDA_class|Enterprise
13357|peerDB_class|Transit/Access
13358|CAIDA_class|Enterprise
13359|CAIDA_class|Transit/Access
13360|peerDB_class|Content
13361|CAIDA_class|Enterprise
13362|CAIDA_class|Enterprise
13363|CAIDA_class|Enterprise
13364|CAIDA_class|Enterprise
13365|CAIDA_class|Enterprise
13366|CAIDA_class|Enterprise
13367|CAIDA_class|Transit/Access
13368|CAIDA_class|Transit/Access
13369|CAIDA_class|Transit/Access
13370|peerDB_class|Transit/Access
13371|CAIDA_class|Transit/Access
13372|CAIDA_class|Enterprise
13373|CAIDA_class|Enterprise
13374|CAIDA_class|Enterprise
13375|CAIDA_class|Enterprise
13376|CAIDA_class|Enterprise
13377|CAIDA_class|Enterprise
13378|CAIDA_class|Enterprise
13379|CAIDA_class|Enterprise
13380|CAIDA_class|Enterprise
13381|CAIDA_class|Transit/Access
13382|CAIDA_class|Enterprise
13383|CAIDA_class|Enterprise
13385|CAIDA_class|Transit/Access
13387|CAIDA_class|Enterprise
13388|CAIDA_class|Transit/Access
13389|CAIDA_class|Transit/Access
13390|CAIDA_class|Enterprise
13391|CAIDA_class|Enterprise
13392|CAIDA_class|Enterprise
13393|CAIDA_class|Enterprise
13395|CAIDA_class|Transit/Access
13396|CAIDA_class|Enterprise
13400|CAIDA_class|Enterprise
13401|CAIDA_class|Enterprise
13404|CAIDA_class|Transit/Access
13405|CAIDA_class|Enterprise
13406|CAIDA_class|Enterprise
13409|peerDB_class|Transit/Access
13410|CAIDA_class|Enterprise
13411|CAIDA_class|Enterprise
13412|peerDB_class|Enterprise
13413|CAIDA_class|Enterprise
13414|peerDB_class|Content
13415|CAIDA_class|Transit/Access
13416|CAIDA_class|Enterprise
13418|CAIDA_class|Enterprise
13423|CAIDA_class|Enterprise
13424|CAIDA_class|Transit/Access
13425|CAIDA_class|Enterprise
13426|CAIDA_class|Enterprise
13427|peerDB_class|Transit/Access
13428|CAIDA_class|Transit/Access
13429|CAIDA_class|Transit/Access
13430|CAIDA_class|Enterprise
13431|CAIDA_class|Enterprise
13433|CAIDA_class|Content
13434|CAIDA_class|Enterprise
13435|CAIDA_class|Enterprise
13437|CAIDA_class|Enterprise
13438|CAIDA_class|Content
13439|CAIDA_class|Enterprise
13440|CAIDA_class|Enterprise
13441|CAIDA_class|Enterprise
13443|CAIDA_class|Enterprise
13444|CAIDA_class|Enterprise
13445|peerDB_class|Content
13446|peerDB_class|Transit/Access
13447|CAIDA_class|Enterprise
13448|CAIDA_class|Enterprise
13449|CAIDA_class|Enterprise
13450|CAIDA_class|Enterprise
13451|CAIDA_class|Transit/Access
13452|CAIDA_class|Enterprise
13454|CAIDA_class|Enterprise
13456|CAIDA_class|Enterprise
13457|CAIDA_class|Enterprise
13458|CAIDA_class|Enterprise
13459|CAIDA_class|Transit/Access
13460|CAIDA_class|Enterprise
13461|CAIDA_class|Enterprise
13462|CAIDA_class|Enterprise
13464|CAIDA_class|Enterprise
13466|CAIDA_class|Transit/Access
13468|CAIDA_class|Transit/Access
13471|CAIDA_class|Enterprise
13472|CAIDA_class|Enterprise
13474|CAIDA_class|Enterprise
13475|CAIDA_class|Enterprise
13476|CAIDA_class|Transit/Access
13478|CAIDA_class|Transit/Access
13479|CAIDA_class|Enterprise
13480|peerDB_class|Transit/Access
13482|CAIDA_class|Enterprise
13483|CAIDA_class|Enterprise
13485|CAIDA_class|Transit/Access
13489|peerDB_class|Transit/Access
13490|CAIDA_class|Transit/Access
13491|CAIDA_class|Enterprise
13492|CAIDA_class|Enterprise
13495|CAIDA_class|Transit/Access
13496|manual_class|Enterprise
13499|CAIDA_class|Enterprise
13500|CAIDA_class|Enterprise
13501|CAIDA_class|Transit/Access
13505|CAIDA_class|Enterprise
13506|CAIDA_class|Enterprise
13507|CAIDA_class|Enterprise
13508|CAIDA_class|Enterprise
13509|CAIDA_class|Enterprise
13510|CAIDA_class|Enterprise
13511|CAIDA_class|Enterprise
13512|CAIDA_class|Transit/Access
13513|CAIDA_class|Transit/Access
13515|CAIDA_class|Enterprise
13516|CAIDA_class|Enterprise
13517|CAIDA_class|Enterprise
13518|CAIDA_class|Transit/Access
13520|CAIDA_class|Enterprise
13522|CAIDA_class|Content
13524|CAIDA_class|Enterprise
13525|CAIDA_class|Enterprise
13526|CAIDA_class|Enterprise
13527|CAIDA_class|Transit/Access
13530|CAIDA_class|Enterprise
13532|CAIDA_class|Enterprise
13533|CAIDA_class|Enterprise
13534|CAIDA_class|Transit/Access
13535|manual_class|Enterprise
13536|peerDB_class|Transit/Access
13537|CAIDA_class|Enterprise
13540|CAIDA_class|Enterprise
13541|CAIDA_class|Enterprise
13542|CAIDA_class|Enterprise
13543|CAIDA_class|Enterprise
13546|CAIDA_class|Enterprise
13547|CAIDA_class|Enterprise
13548|CAIDA_class|Enterprise
13549|manual_class|Enterprise
13550|CAIDA_class|Enterprise
13551|CAIDA_class|Enterprise
13552|CAIDA_class|Transit/Access
13553|CAIDA_class|Enterprise
13554|CAIDA_class|Enterprise
13555|CAIDA_class|Transit/Access
13556|CAIDA_class|Enterprise
13557|CAIDA_class|Enterprise
13558|CAIDA_class|Enterprise
13559|CAIDA_class|Enterprise
13565|CAIDA_class|Enterprise
13567|CAIDA_class|Content
13570|CAIDA_class|Enterprise
13572|CAIDA_class|Enterprise
13573|peerDB_class|Transit/Access
13575|CAIDA_class|Enterprise
13576|peerDB_class|Transit/Access
13577|CAIDA_class|Enterprise
13578|CAIDA_class|Transit/Access
13579|CAIDA_class|Transit/Access
13581|CAIDA_class|Enterprise
13583|CAIDA_class|Transit/Access
13585|CAIDA_class|Transit/Access
13586|CAIDA_class|Enterprise
13588|CAIDA_class|Enterprise
13591|peerDB_class|Transit/Access
13592|CAIDA_class|Transit/Access
13595|CAIDA_class|Enterprise
13596|CAIDA_class|Enterprise
13597|CAIDA_class|Enterprise
13598|CAIDA_class|Transit/Access
13599|CAIDA_class|Enterprise
13600|CAIDA_class|Enterprise
13604|CAIDA_class|Enterprise
13605|CAIDA_class|Enterprise
13606|CAIDA_class|Transit/Access
13607|manual_class|Enterprise
13609|CAIDA_class|Enterprise
13610|CAIDA_class|Enterprise
13611|CAIDA_class|Enterprise
13612|CAIDA_class|Enterprise
13613|CAIDA_class|Transit/Access
13614|CAIDA_class|Transit/Access
13615|CAIDA_class|Enterprise
13617|CAIDA_class|Enterprise
13618|peerDB_class|Transit/Access
13620|CAIDA_class|Enterprise
13621|CAIDA_class|Enterprise
13622|CAIDA_class|Enterprise
13623|CAIDA_class|Enterprise
13624|CAIDA_class|Enterprise
13625|CAIDA_class|Enterprise
13626|CAIDA_class|Enterprise
13628|CAIDA_class|Enterprise
13629|CAIDA_class|Enterprise
13630|CAIDA_class|Enterprise
13631|CAIDA_class|Enterprise
13633|CAIDA_class|Enterprise
13635|CAIDA_class|Transit/Access
13636|CAIDA_class|Enterprise
13638|CAIDA_class|Transit/Access
13639|CAIDA_class|Enterprise
13641|CAIDA_class|Transit/Access
13644|CAIDA_class|Transit/Access
13645|peerDB_class|Transit/Access
13647|CAIDA_class|Content
13649|peerDB_class|Content
13651|CAIDA_class|Transit/Access
13652|CAIDA_class|Enterprise
13653|CAIDA_class|Enterprise
13654|CAIDA_class|Transit/Access
13655|CAIDA_class|Enterprise
13657|peerDB_class|Transit/Access
13658|CAIDA_class|Enterprise
13659|CAIDA_class|Enterprise
13660|CAIDA_class|Enterprise
13667|CAIDA_class|Transit/Access
13672|CAIDA_class|Transit/Access
13673|CAIDA_class|Transit/Access
13676|CAIDA_class|Transit/Access
13678|CAIDA_class|Transit/Access
13679|CAIDA_class|Enterprise
13682|CAIDA_class|Transit/Access
13683|CAIDA_class|Enterprise
13684|CAIDA_class|Content
13685|CAIDA_class|Enterprise
13686|CAIDA_class|Enterprise
13688|CAIDA_class|Enterprise
13689|manual_class|Enterprise
13690|CAIDA_class|Enterprise
13691|CAIDA_class|Enterprise
13692|peerDB_class|Transit/Access
13693|CAIDA_class|Transit/Access
13694|CAIDA_class|Enterprise
13695|CAIDA_class|Transit/Access
13696|CAIDA_class|Transit/Access
13697|CAIDA_class|Enterprise
13698|CAIDA_class|Enterprise
13699|CAIDA_class|Enterprise
13700|CAIDA_class|Enterprise
13701|CAIDA_class|Enterprise
13702|CAIDA_class|Transit/Access
13703|peerDB_class|Transit/Access
13704|CAIDA_class|Transit/Access
13706|CAIDA_class|Content
13710|CAIDA_class|Enterprise
13711|CAIDA_class|Enterprise
13712|CAIDA_class|Transit/Access
13713|CAIDA_class|Enterprise
13715|CAIDA_class|Enterprise
13716|CAIDA_class|Enterprise
13717|CAIDA_class|Transit/Access
13718|CAIDA_class|Enterprise
13719|CAIDA_class|Enterprise
13720|peerDB_class|Content
13721|CAIDA_class|Enterprise
13722|peerDB_class|Content
13723|CAIDA_class|Enterprise
13724|CAIDA_class|Enterprise
13725|CAIDA_class|Enterprise
13726|CAIDA_class|Enterprise
13727|CAIDA_class|Transit/Access
13728|CAIDA_class|Transit/Access
13729|CAIDA_class|Enterprise
13730|peerDB_class|Transit/Access
13731|CAIDA_class|Enterprise
13732|CAIDA_class|Enterprise
13733|CAIDA_class|Enterprise
13734|CAIDA_class|Transit/Access
13735|CAIDA_class|Enterprise
13736|CAIDA_class|Enterprise
13737|peerDB_class|Transit/Access
13739|peerDB_class|Transit/Access
13740|CAIDA_class|Transit/Access
13742|CAIDA_class|Transit/Access
13743|CAIDA_class|Enterprise
13744|CAIDA_class|Enterprise
13745|CAIDA_class|Enterprise
13746|peerDB_class|Transit/Access
13747|CAIDA_class|Enterprise
13748|CAIDA_class|Transit/Access
13750|CAIDA_class|Transit/Access
13752|CAIDA_class|Transit/Access
13753|CAIDA_class|Transit/Access
13754|CAIDA_class|Enterprise
13755|CAIDA_class|Enterprise
13757|CAIDA_class|Enterprise
13758|CAIDA_class|Enterprise
13759|CAIDA_class|Transit/Access
13760|peerDB_class|Transit/Access
13762|CAIDA_class|Enterprise
13763|CAIDA_class|Enterprise
13764|CAIDA_class|Transit/Access
13765|CAIDA_class|Transit/Access
13766|CAIDA_class|Enterprise
13767|CAIDA_class|Transit/Access
13768|peerDB_class|Transit/Access
13773|CAIDA_class|Transit/Access
13774|CAIDA_class|Enterprise
13775|CAIDA_class|Transit/Access
13776|CAIDA_class|Content
13778|CAIDA_class|Transit/Access
13779|CAIDA_class|Enterprise
13780|CAIDA_class|Enterprise
13781|CAIDA_class|Transit/Access
13782|CAIDA_class|Enterprise
13783|CAIDA_class|Transit/Access
13787|CAIDA_class|Transit/Access
13788|CAIDA_class|Enterprise
13789|CAIDA_class|Transit/Access
13790|CAIDA_class|Transit/Access
13791|CAIDA_class|Transit/Access
13792|CAIDA_class|Enterprise
