# format: as|source|type
# date: 20150802
# name: as2type
# exe: type-convert-amogh.pl
# files: /project/as2org/20150801/asclass/exp-sets/20150801.merged.class.txt
# types: Content|Enterprise|Transit/Access
39509|CAIDA_class|Enterprise
39511|CAIDA_class|Transit/Access
39512|CAIDA_class|Transit/Access
39513|CAIDA_class|Transit/Access
39514|CAIDA_class|Transit/Access
39516|CAIDA_class|Enterprise
39518|CAIDA_class|Transit/Access
39522|CAIDA_class|Transit/Access
39526|CAIDA_class|Transit/Access
39527|CAIDA_class|Transit/Access
39528|CAIDA_class|Enterprise
39529|CAIDA_class|Transit/Access
39531|CAIDA_class|Transit/Access
39532|CAIDA_class|Enterprise
39534|manual_class|Enterprise
39537|CAIDA_class|Transit/Access
39538|CAIDA_class|Enterprise
39539|CAIDA_class|Enterprise
39542|CAIDA_class|Enterprise
39543|peerDB_class|Transit/Access
39544|CAIDA_class|Transit/Access
39545|peerDB_class|Transit/Access
39546|CAIDA_class|Enterprise
39547|manual_class|Enterprise
39550|CAIDA_class|Enterprise
39551|CAIDA_class|Transit/Access
39552|CAIDA_class|Enterprise
39553|CAIDA_class|Transit/Access
39554|CAIDA_class|Transit/Access
39555|CAIDA_class|Transit/Access
39558|manual_class|Enterprise
39560|CAIDA_class|Transit/Access
39566|CAIDA_class|Content
39569|CAIDA_class|Transit/Access
39570|CAIDA_class|Content
39571|CAIDA_class|Enterprise
39572|peerDB_class|Content
39573|CAIDA_class|Transit/Access
39574|CAIDA_class|Transit/Access
39578|CAIDA_class|Transit/Access
39579|CAIDA_class|Enterprise
39580|CAIDA_class|Enterprise
39581|CAIDA_class|Enterprise
39582|CAIDA_class|Transit/Access
39583|peerDB_class|Content
39585|CAIDA_class|Enterprise
39586|CAIDA_class|Transit/Access
39587|CAIDA_class|Enterprise
39589|CAIDA_class|Enterprise
39590|CAIDA_class|Enterprise
39591|peerDB_class|Transit/Access
39592|CAIDA_class|Enterprise
39593|CAIDA_class|Enterprise
39596|CAIDA_class|Enterprise
39597|CAIDA_class|Transit/Access
39598|peerDB_class|Transit/Access
39599|CAIDA_class|Enterprise
39600|peerDB_class|Content
39601|CAIDA_class|Enterprise
39602|peerDB_class|Content
39603|CAIDA_class|Transit/Access
39604|CAIDA_class|Transit/Access
39605|peerDB_class|Content
39606|CAIDA_class|Enterprise
39608|peerDB_class|Transit/Access
39609|CAIDA_class|Transit/Access
39610|CAIDA_class|Enterprise
39611|CAIDA_class|Transit/Access
39612|CAIDA_class|Transit/Access
39613|CAIDA_class|Transit/Access
39616|CAIDA_class|Enterprise
39617|CAIDA_class|Enterprise
39620|manual_class|Enterprise
39621|peerDB_class|Content
39624|CAIDA_class|Enterprise
39627|CAIDA_class|Transit/Access
39628|peerDB_class|Content
39629|CAIDA_class|Transit/Access
39631|CAIDA_class|Enterprise
39632|CAIDA_class|Enterprise
39633|CAIDA_class|Transit/Access
39634|CAIDA_class|Enterprise
39635|CAIDA_class|Enterprise
39636|peerDB_class|Transit/Access
39637|peerDB_class|Transit/Access
39638|CAIDA_class|Transit/Access
39641|CAIDA_class|Enterprise
39642|CAIDA_class|Transit/Access
39643|CAIDA_class|Enterprise
39644|CAIDA_class|Enterprise
39645|CAIDA_class|Enterprise
39646|CAIDA_class|Enterprise
39647|peerDB_class|Transit/Access
39648|CAIDA_class|Transit/Access
39651|peerDB_class|Transit/Access
39653|CAIDA_class|Enterprise
39656|CAIDA_class|Enterprise
39657|CAIDA_class|Transit/Access
39658|CAIDA_class|Enterprise
39661|CAIDA_class|Enterprise
39662|CAIDA_class|Enterprise
39663|CAIDA_class|Enterprise
39665|CAIDA_class|Transit/Access
39666|CAIDA_class|Enterprise
39668|CAIDA_class|Transit/Access
39669|CAIDA_class|Transit/Access
39673|CAIDA_class|Transit/Access
39674|CAIDA_class|Enterprise
39675|CAIDA_class|Enterprise
39676|CAIDA_class|Enterprise
39677|CAIDA_class|Enterprise
39678|CAIDA_class|Enterprise
39680|CAIDA_class|Enterprise
39681|peerDB_class|Transit/Access
39682|CAIDA_class|Enterprise
39683|CAIDA_class|Transit/Access
39684|CAIDA_class|Transit/Access
39685|CAIDA_class|Enterprise
39686|CAIDA_class|Transit/Access
39688|CAIDA_class|Enterprise
39689|CAIDA_class|Enterprise
39692|CAIDA_class|Enterprise
39694|CAIDA_class|Enterprise
39695|CAIDA_class|Enterprise
39698|CAIDA_class|Enterprise
39699|CAIDA_class|Transit/Access
39701|CAIDA_class|Transit/Access
39702|peerDB_class|Transit/Access
39703|CAIDA_class|Transit/Access
39704|peerDB_class|Content
39706|CAIDA_class|Transit/Access
39707|CAIDA_class|Transit/Access
39708|CAIDA_class|Enterprise
39709|CAIDA_class|Transit/Access
39710|CAIDA_class|Transit/Access
39711|CAIDA_class|Enterprise
39713|CAIDA_class|Enterprise
39715|CAIDA_class|Enterprise
39716|CAIDA_class|Transit/Access
39717|CAIDA_class|Enterprise
39718|CAIDA_class|Transit/Access
39719|CAIDA_class|Enterprise
39722|CAIDA_class|Enterprise
39723|CAIDA_class|Enterprise
39725|CAIDA_class|Transit/Access
39726|CAIDA_class|Transit/Access
39727|CAIDA_class|Enterprise
39728|CAIDA_class|Transit/Access
39729|CAIDA_class|Content
39730|CAIDA_class|Enterprise
39731|CAIDA_class|Enterprise
39732|CAIDA_class|Enterprise
39733|CAIDA_class|Enterprise
39734|CAIDA_class|Enterprise
39735|CAIDA_class|Transit/Access
39737|peerDB_class|Transit/Access
39738|CAIDA_class|Transit/Access
39740|CAIDA_class|Transit/Access
39741|CAIDA_class|Transit/Access
39742|CAIDA_class|Transit/Access
39745|CAIDA_class|Enterprise
39746|CAIDA_class|Transit/Access
39747|CAIDA_class|Enterprise
39748|CAIDA_class|Transit/Access
39749|CAIDA_class|Enterprise
39750|CAIDA_class|Enterprise
39754|CAIDA_class|Enterprise
39756|CAIDA_class|Content
39758|CAIDA_class|Content
39759|CAIDA_class|Enterprise
39760|CAIDA_class|Transit/Access
39761|CAIDA_class|Transit/Access
39762|CAIDA_class|Enterprise
39764|CAIDA_class|Transit/Access
39765|CAIDA_class|Transit/Access
39766|CAIDA_class|Transit/Access
39767|peerDB_class|Transit/Access
39768|CAIDA_class|Enterprise
39769|CAIDA_class|Enterprise
39770|CAIDA_class|Transit/Access
39771|CAIDA_class|Enterprise
39772|CAIDA_class|Enterprise
39773|CAIDA_class|Transit/Access
39775|CAIDA_class|Transit/Access
39776|CAIDA_class|Enterprise
39777|CAIDA_class|Transit/Access
39779|peerDB_class|Content
39780|CAIDA_class|Enterprise
39781|CAIDA_class|Content
39783|peerDB_class|Transit/Access
39785|CAIDA_class|Transit/Access
39786|CAIDA_class|Transit/Access
39787|CAIDA_class|Transit/Access
39789|CAIDA_class|Enterprise
39790|CAIDA_class|Content
39791|CAIDA_class|Transit/Access
39792|peerDB_class|Transit/Access
39794|CAIDA_class|Enterprise
39795|CAIDA_class|Enterprise
39797|CAIDA_class|Enterprise
39798|CAIDA_class|Transit/Access
39799|CAIDA_class|Transit/Access
39800|CAIDA_class|Enterprise
39803|CAIDA_class|Enterprise
39804|CAIDA_class|Transit/Access
39805|CAIDA_class|Transit/Access
39806|CAIDA_class|Transit/Access
39808|CAIDA_class|Transit/Access
39809|CAIDA_class|Enterprise
39810|CAIDA_class|Transit/Access
39811|CAIDA_class|Transit/Access
39812|CAIDA_class|Transit/Access
39815|CAIDA_class|Transit/Access
39816|CAIDA_class|Transit/Access
39817|CAIDA_class|Transit/Access
39818|CAIDA_class|Enterprise
39819|CAIDA_class|Enterprise
39820|CAIDA_class|Enterprise
39821|CAIDA_class|Transit/Access
39822|CAIDA_class|Transit/Access
39823|CAIDA_class|Transit/Access
39824|CAIDA_class|Transit/Access
39826|CAIDA_class|Enterprise
39829|CAIDA_class|Enterprise
39831|CAIDA_class|Transit/Access
39832|peerDB_class|Enterprise
39833|CAIDA_class|Transit/Access
39834|CAIDA_class|Transit/Access
39835|CAIDA_class|Enterprise
39836|CAIDA_class|Enterprise
39837|CAIDA_class|Transit/Access
39839|CAIDA_class|Transit/Access
39840|CAIDA_class|Transit/Access
39841|CAIDA_class|Enterprise
39842|CAIDA_class|Enterprise
39843|CAIDA_class|Enterprise
39845|CAIDA_class|Transit/Access
39846|CAIDA_class|Enterprise
39847|CAIDA_class|Transit/Access
39849|CAIDA_class|Enterprise
39850|CAIDA_class|Enterprise
39851|CAIDA_class|Enterprise
39852|CAIDA_class|Transit/Access
39854|CAIDA_class|Transit/Access
39857|CAIDA_class|Transit/Access
39858|CAIDA_class|Transit/Access
39860|CAIDA_class|Transit/Access
39861|CAIDA_class|Transit/Access
39862|CAIDA_class|Enterprise
39863|CAIDA_class|Transit/Access
39864|CAIDA_class|Enterprise
39865|CAIDA_class|Enterprise
39866|CAIDA_class|Transit/Access
39867|CAIDA_class|Transit/Access
39868|CAIDA_class|Enterprise
39869|peerDB_class|Transit/Access
39870|CAIDA_class|Transit/Access
39871|CAIDA_class|Transit/Access
39872|CAIDA_class|Enterprise
39873|CAIDA_class|Enterprise
39875|CAIDA_class|Transit/Access
39878|CAIDA_class|Transit/Access
39879|CAIDA_class|Enterprise
39881|CAIDA_class|Enterprise
39882|CAIDA_class|Enterprise
39883|CAIDA_class|Enterprise
39884|CAIDA_class|Enterprise
39885|CAIDA_class|Enterprise
39886|CAIDA_class|Transit/Access
39887|CAIDA_class|Transit/Access
39889|CAIDA_class|Transit/Access
39891|CAIDA_class|Transit/Access
39894|CAIDA_class|Transit/Access
39896|CAIDA_class|Transit/Access
39897|CAIDA_class|Enterprise
39898|CAIDA_class|Transit/Access
39899|CAIDA_class|Enterprise
39900|CAIDA_class|Transit/Access
39903|CAIDA_class|Enterprise
39904|peerDB_class|Transit/Access
39905|peerDB_class|Content
39906|CAIDA_class|Transit/Access
39907|CAIDA_class|Transit/Access
39908|CAIDA_class|Enterprise
39909|CAIDA_class|Transit/Access
39911|CAIDA_class|Enterprise
39912|peerDB_class|Transit/Access
39913|CAIDA_class|Enterprise
39914|CAIDA_class|Enterprise
39915|peerDB_class|Content
39916|CAIDA_class|Enterprise
39917|CAIDA_class|Enterprise
39918|CAIDA_class|Enterprise
39919|CAIDA_class|Transit/Access
39920|CAIDA_class|Transit/Access
39922|CAIDA_class|Enterprise
39923|peerDB_class|Content
39924|CAIDA_class|Transit/Access
39925|peerDB_class|Content
39926|CAIDA_class|Enterprise
39927|CAIDA_class|Transit/Access
39928|CAIDA_class|Enterprise
39930|CAIDA_class|Enterprise
39931|peerDB_class|Content
39935|CAIDA_class|Enterprise
39936|CAIDA_class|Enterprise
39937|CAIDA_class|Enterprise
39938|CAIDA_class|Transit/Access
39939|peerDB_class|Transit/Access
39940|CAIDA_class|Enterprise
39942|CAIDA_class|Transit/Access
39943|CAIDA_class|Enterprise
39944|peerDB_class|Content
39945|CAIDA_class|Enterprise
39947|CAIDA_class|Enterprise
39948|CAIDA_class|Transit/Access
39952|CAIDA_class|Enterprise
39953|CAIDA_class|Enterprise
39954|CAIDA_class|Enterprise
39956|CAIDA_class|Enterprise
39957|CAIDA_class|Enterprise
39958|CAIDA_class|Enterprise
39959|CAIDA_class|Transit/Access
39960|CAIDA_class|Enterprise
39961|CAIDA_class|Enterprise
39962|peerDB_class|Content
39963|CAIDA_class|Transit/Access
39964|CAIDA_class|Transit/Access
39965|CAIDA_class|Enterprise
39966|CAIDA_class|Enterprise
39967|CAIDA_class|Enterprise
39968|CAIDA_class|Enterprise
39969|CAIDA_class|Transit/Access
39970|CAIDA_class|Transit/Access
39971|CAIDA_class|Enterprise
39972|CAIDA_class|Enterprise
39973|CAIDA_class|Transit/Access
39975|CAIDA_class|Enterprise
39976|CAIDA_class|Enterprise
39977|CAIDA_class|Enterprise
39978|CAIDA_class|Enterprise
39979|CAIDA_class|Enterprise
39981|CAIDA_class|Enterprise
39982|CAIDA_class|Transit/Access
39983|CAIDA_class|Enterprise
39984|CAIDA_class|Enterprise
39985|CAIDA_class|Transit/Access
39987|CAIDA_class|Transit/Access
39988|CAIDA_class|Transit/Access
39989|CAIDA_class|Enterprise
39990|CAIDA_class|Enterprise
39991|CAIDA_class|Enterprise
39995|peerDB_class|Content
39996|CAIDA_class|Enterprise
39997|CAIDA_class|Enterprise
39998|CAIDA_class|Transit/Access
39999|CAIDA_class|Transit/Access
40000|manual_class|Enterprise
40002|CAIDA_class|Enterprise
40003|CAIDA_class|Enterprise
40004|CAIDA_class|Enterprise
40005|CAIDA_class|Transit/Access
40007|CAIDA_class|Transit/Access
40008|CAIDA_class|Enterprise
40009|peerDB_class|Content
40010|CAIDA_class|Enterprise
40013|CAIDA_class|Transit/Access
40014|CAIDA_class|Transit/Access
40015|peerDB_class|Transit/Access
40016|CAIDA_class|Enterprise
40017|CAIDA_class|Enterprise
40019|CAIDA_class|Enterprise
40020|CAIDA_class|Transit/Access
40021|CAIDA_class|Enterprise
40022|CAIDA_class|Transit/Access
40023|CAIDA_class|Enterprise
40024|CAIDA_class|Enterprise
40025|CAIDA_class|Enterprise
40026|CAIDA_class|Enterprise
40028|CAIDA_class|Content
40029|peerDB_class|Transit/Access
40031|CAIDA_class|Transit/Access
40033|CAIDA_class|Enterprise
40034|peerDB_class|Transit/Access
40035|CAIDA_class|Enterprise
40036|CAIDA_class|Enterprise
40037|manual_class|Enterprise
40038|CAIDA_class|Enterprise
40039|CAIDA_class|Enterprise
40040|CAIDA_class|Enterprise
40041|CAIDA_class|Enterprise
40042|CAIDA_class|Enterprise
40043|CAIDA_class|Enterprise
40044|CAIDA_class|Enterprise
40045|CAIDA_class|Enterprise
40047|CAIDA_class|Transit/Access
40048|peerDB_class|Enterprise
40049|CAIDA_class|Enterprise
40050|CAIDA_class|Enterprise
40051|CAIDA_class|Enterprise
40053|CAIDA_class|Enterprise
40054|CAIDA_class|Enterprise
40055|CAIDA_class|Enterprise
40057|CAIDA_class|Enterprise
40059|CAIDA_class|Enterprise
40061|CAIDA_class|Transit/Access
40062|CAIDA_class|Enterprise
40064|peerDB_class|Content
40065|peerDB_class|Transit/Access
40067|CAIDA_class|Enterprise
40068|peerDB_class|Content
40071|CAIDA_class|Enterprise
40072|CAIDA_class|Transit/Access
40073|CAIDA_class|Enterprise
40076|CAIDA_class|Transit/Access
40077|CAIDA_class|Enterprise
40079|CAIDA_class|Transit/Access
40080|CAIDA_class|Enterprise
40081|CAIDA_class|Enterprise
40082|CAIDA_class|Enterprise
40083|CAIDA_class|Enterprise
40085|CAIDA_class|Enterprise
40086|CAIDA_class|Enterprise
40089|CAIDA_class|Enterprise
40090|CAIDA_class|Transit/Access
40091|CAIDA_class|Transit/Access
40092|CAIDA_class|Content
40095|CAIDA_class|Enterprise
40096|CAIDA_class|Enterprise
40097|CAIDA_class|Enterprise
40098|CAIDA_class|Transit/Access
40099|CAIDA_class|Transit/Access
40100|CAIDA_class|Transit/Access
40101|CAIDA_class|Enterprise
40102|CAIDA_class|Enterprise
40106|CAIDA_class|Enterprise
40107|CAIDA_class|Enterprise
40108|CAIDA_class|Transit/Access
40109|CAIDA_class|Enterprise
40110|CAIDA_class|Enterprise
40111|CAIDA_class|Transit/Access
40112|CAIDA_class|Enterprise
40114|CAIDA_class|Enterprise
40115|CAIDA_class|Enterprise
40116|CAIDA_class|Transit/Access
40119|CAIDA_class|Transit/Access
40122|CAIDA_class|Enterprise
40123|CAIDA_class|Transit/Access
40124|CAIDA_class|Enterprise
40125|CAIDA_class|Content
40126|CAIDA_class|Enterprise
40127|CAIDA_class|Transit/Access
40128|CAIDA_class|Transit/Access
40129|CAIDA_class|Enterprise
40130|CAIDA_class|Transit/Access
40136|CAIDA_class|Enterprise
40137|CAIDA_class|Enterprise
40139|CAIDA_class|Enterprise
40140|CAIDA_class|Enterprise
40142|CAIDA_class|Enterprise
40143|CAIDA_class|Enterprise
40144|CAIDA_class|Enterprise
40145|CAIDA_class|Enterprise
40146|CAIDA_class|Enterprise
40148|peerDB_class|Transit/Access
40149|CAIDA_class|Transit/Access
40150|CAIDA_class|Enterprise
40151|CAIDA_class|Transit/Access
40152|CAIDA_class|Enterprise
40153|CAIDA_class|Enterprise
40154|CAIDA_class|Enterprise
40155|CAIDA_class|Enterprise
40156|CAIDA_class|Transit/Access
40157|CAIDA_class|Enterprise
40158|CAIDA_class|Transit/Access
40159|CAIDA_class|Enterprise
40160|CAIDA_class|Enterprise
40161|CAIDA_class|Enterprise
40163|CAIDA_class|Enterprise
40164|CAIDA_class|Enterprise
40165|CAIDA_class|Enterprise
40166|CAIDA_class|Transit/Access
40167|CAIDA_class|Enterprise
40168|CAIDA_class|Enterprise
40169|CAIDA_class|Enterprise
40170|CAIDA_class|Transit/Access
40171|CAIDA_class|Enterprise
40172|CAIDA_class|Enterprise
40173|CAIDA_class|Enterprise
40175|CAIDA_class|Enterprise
40176|CAIDA_class|Transit/Access
40177|CAIDA_class|Enterprise
40179|CAIDA_class|Enterprise
40181|CAIDA_class|Enterprise
40183|CAIDA_class|Enterprise
40184|CAIDA_class|Enterprise
40185|CAIDA_class|Enterprise
40186|CAIDA_class|Enterprise
40187|CAIDA_class|Transit/Access
40189|CAIDA_class|Enterprise
40191|peerDB_class|Transit/Access
40193|peerDB_class|Transit/Access
40195|CAIDA_class|Enterprise
40196|CAIDA_class|Enterprise
40197|CAIDA_class|Transit/Access
40198|CAIDA_class|Transit/Access
40200|CAIDA_class|Enterprise
40202|CAIDA_class|Transit/Access
40203|CAIDA_class|Enterprise
40204|CAIDA_class|Enterprise
40205|CAIDA_class|Enterprise
40206|CAIDA_class|Enterprise
40207|CAIDA_class|Enterprise
40208|CAIDA_class|Enterprise
40209|CAIDA_class|Enterprise
40210|CAIDA_class|Enterprise
40211|CAIDA_class|Enterprise
40212|CAIDA_class|Enterprise
40215|CAIDA_class|Enterprise
40217|CAIDA_class|Enterprise
40218|CAIDA_class|Transit/Access
40220|CAIDA_class|Transit/Access
40221|CAIDA_class|Enterprise
40222|CAIDA_class|Enterprise
40224|CAIDA_class|Transit/Access
40225|CAIDA_class|Enterprise
40226|CAIDA_class|Enterprise
40227|CAIDA_class|Enterprise
40229|CAIDA_class|Enterprise
40230|CAIDA_class|Enterprise
40231|CAIDA_class|Transit/Access
40232|CAIDA_class|Enterprise
40233|CAIDA_class|Enterprise
40234|CAIDA_class|Enterprise
40235|CAIDA_class|Enterprise
40236|CAIDA_class|Enterprise
40237|CAIDA_class|Transit/Access
40238|CAIDA_class|Enterprise
40242|CAIDA_class|Enterprise
40243|CAIDA_class|Enterprise
40244|CAIDA_class|Transit/Access
40245|CAIDA_class|Transit/Access
40246|CAIDA_class|Transit/Access
40248|CAIDA_class|Enterprise
40249|CAIDA_class|Enterprise
40250|CAIDA_class|Enterprise
40252|CAIDA_class|Transit/Access
40254|CAIDA_class|Enterprise
40255|CAIDA_class|Enterprise
40256|CAIDA_class|Enterprise
40260|peerDB_class|Content
40261|manual_class|Enterprise
40262|CAIDA_class|Enterprise
40263|CAIDA_class|Content
40265|CAIDA_class|Enterprise
40266|CAIDA_class|Transit/Access
40267|CAIDA_class|Enterprise
40270|CAIDA_class|Transit/Access
40272|CAIDA_class|Enterprise
40273|CAIDA_class|Enterprise
40274|CAIDA_class|Enterprise
40276|CAIDA_class|Enterprise
40277|CAIDA_class|Enterprise
40279|CAIDA_class|Enterprise
40280|CAIDA_class|Enterprise
40281|CAIDA_class|Transit/Access
40282|CAIDA_class|Enterprise
40283|CAIDA_class|Enterprise
40284|CAIDA_class|Enterprise
40285|CAIDA_class|Transit/Access
40287|CAIDA_class|Transit/Access
40288|CAIDA_class|Enterprise
40289|CAIDA_class|Enterprise
40290|CAIDA_class|Transit/Access
40292|CAIDA_class|Enterprise
40293|CAIDA_class|Enterprise
40295|CAIDA_class|Enterprise
40296|CAIDA_class|Enterprise
40298|CAIDA_class|Enterprise
40300|peerDB_class|Content
40301|CAIDA_class|Enterprise
40303|CAIDA_class|Enterprise
40304|CAIDA_class|Transit/Access
40305|CAIDA_class|Enterprise
40306|CAIDA_class|Enterprise
40317|CAIDA_class|Transit/Access
40318|CAIDA_class|Enterprise
40319|CAIDA_class|Enterprise
40320|CAIDA_class|Enterprise
40321|CAIDA_class|Enterprise
40323|CAIDA_class|Enterprise
40324|CAIDA_class|Enterprise
40325|CAIDA_class|Enterprise
40326|CAIDA_class|Transit/Access
40327|CAIDA_class|Enterprise
40328|peerDB_class|Transit/Access
40329|CAIDA_class|Transit/Access
40330|CAIDA_class|Enterprise
40331|CAIDA_class|Enterprise
40334|CAIDA_class|Enterprise
40335|CAIDA_class|Transit/Access
40336|CAIDA_class|Transit/Access
40337|CAIDA_class|Enterprise
40338|manual_class|Enterprise
40339|CAIDA_class|Enterprise
40340|CAIDA_class|Enterprise
40341|CAIDA_class|Content
40342|CAIDA_class|Enterprise
40343|CAIDA_class|Enterprise
40344|CAIDA_class|Enterprise
40345|CAIDA_class|Enterprise
40346|CAIDA_class|Enterprise
40347|CAIDA_class|Enterprise
40348|CAIDA_class|Transit/Access
40349|CAIDA_class|Enterprise
40350|CAIDA_class|Enterprise
40351|CAIDA_class|Enterprise
40353|manual_class|Enterprise
40354|CAIDA_class|Enterprise
40357|CAIDA_class|Enterprise
40358|CAIDA_class|Enterprise
40360|CAIDA_class|Enterprise
40361|CAIDA_class|Enterprise
40362|CAIDA_class|Enterprise
40363|CAIDA_class|Transit/Access
40367|CAIDA_class|Enterprise
40368|CAIDA_class|Enterprise
40369|CAIDA_class|Enterprise
40370|CAIDA_class|Enterprise
40371|CAIDA_class|Enterprise
40372|CAIDA_class|Enterprise
40373|CAIDA_class|Enterprise
40374|CAIDA_class|Enterprise
40375|CAIDA_class|Transit/Access
40377|CAIDA_class|Transit/Access
40378|CAIDA_class|Enterprise
40380|CAIDA_class|Enterprise
40381|CAIDA_class|Enterprise
40383|CAIDA_class|Transit/Access
40384|manual_class|Enterprise
40385|CAIDA_class|Transit/Access
40386|CAIDA_class|Enterprise
40387|CAIDA_class|Transit/Access
40388|CAIDA_class|Enterprise
40389|CAIDA_class|Transit/Access
40390|CAIDA_class|Enterprise
40391|CAIDA_class|Transit/Access
40393|CAIDA_class|Transit/Access
40395|CAIDA_class|Content
40396|CAIDA_class|Transit/Access
40397|CAIDA_class|Enterprise
40399|CAIDA_class|Enterprise
40400|CAIDA_class|Enterprise
40401|CAIDA_class|Enterprise
40402|CAIDA_class|Enterprise
40404|CAIDA_class|Enterprise
40405|CAIDA_class|Transit/Access
40406|CAIDA_class|Enterprise
40408|manual_class|Enterprise
40410|CAIDA_class|Enterprise
40411|CAIDA_class|Enterprise
40412|CAIDA_class|Transit/Access
40413|CAIDA_class|Enterprise
40414|CAIDA_class|Transit/Access
40415|CAIDA_class|Enterprise
40417|CAIDA_class|Enterprise
40418|CAIDA_class|Enterprise
40419|CAIDA_class|Enterprise
40420|CAIDA_class|Enterprise
40421|CAIDA_class|Enterprise
40422|CAIDA_class|Enterprise
40424|CAIDA_class|Enterprise
40425|CAIDA_class|Enterprise
40427|CAIDA_class|Enterprise
40428|peerDB_class|Content
40429|CAIDA_class|Enterprise
40430|CAIDA_class|Transit/Access
40432|CAIDA_class|Enterprise
40433|CAIDA_class|Enterprise
40434|CAIDA_class|Enterprise
40435|CAIDA_class|Enterprise
40437|CAIDA_class|Enterprise
40438|CAIDA_class|Transit/Access
40439|CAIDA_class|Enterprise
40440|peerDB_class|Content
40443|CAIDA_class|Enterprise
40444|peerDB_class|Content
40446|CAIDA_class|Enterprise
40447|CAIDA_class|Enterprise
40448|CAIDA_class|Enterprise
40450|CAIDA_class|Enterprise
40451|CAIDA_class|Enterprise
40454|CAIDA_class|Enterprise
40455|CAIDA_class|Enterprise
40457|CAIDA_class|Enterprise
40458|CAIDA_class|Enterprise
40459|CAIDA_class|Transit/Access
40460|CAIDA_class|Enterprise
40461|CAIDA_class|Enterprise
40463|CAIDA_class|Enterprise
40464|CAIDA_class|Enterprise
40466|CAIDA_class|Enterprise
40467|CAIDA_class|Enterprise
40468|CAIDA_class|Enterprise
40469|CAIDA_class|Transit/Access
40470|CAIDA_class|Enterprise
40473|peerDB_class|Transit/Access
40474|CAIDA_class|Enterprise
40475|peerDB_class|Transit/Access
40476|CAIDA_class|Enterprise
40477|CAIDA_class|Enterprise
40478|CAIDA_class|Enterprise
40479|CAIDA_class|Enterprise
40480|CAIDA_class|Enterprise
40481|CAIDA_class|Transit/Access
40482|CAIDA_class|Enterprise
40483|CAIDA_class|Enterprise
40485|CAIDA_class|Enterprise
40486|CAIDA_class|Enterprise
40488|CAIDA_class|Enterprise
40489|CAIDA_class|Transit/Access
40490|CAIDA_class|Enterprise
40492|CAIDA_class|Enterprise
40493|CAIDA_class|Enterprise
40494|CAIDA_class|Enterprise
40495|peerDB_class|Content
40496|CAIDA_class|Transit/Access
40497|CAIDA_class|Transit/Access
40498|CAIDA_class|Transit/Access
40499|CAIDA_class|Enterprise
40500|CAIDA_class|Enterprise
40501|CAIDA_class|Enterprise
40502|CAIDA_class|Enterprise
40505|CAIDA_class|Enterprise
40506|CAIDA_class|Enterprise
40508|CAIDA_class|Transit/Access
40510|CAIDA_class|Enterprise
40511|peerDB_class|Transit/Access
40512|CAIDA_class|Enterprise
40513|CAIDA_class|Enterprise
40514|manual_class|Enterprise
40516|CAIDA_class|Enterprise
40518|CAIDA_class|Enterprise
40519|CAIDA_class|Enterprise
40520|CAIDA_class|Enterprise
40521|CAIDA_class|Enterprise
40522|CAIDA_class|Enterprise
40523|CAIDA_class|Transit/Access
40524|CAIDA_class|Enterprise
40525|CAIDA_class|Enterprise
40527|CAIDA_class|Enterprise
40528|CAIDA_class|Transit/Access
40529|CAIDA_class|Transit/Access
40530|CAIDA_class|Enterprise
40532|CAIDA_class|Enterprise
40533|CAIDA_class|Enterprise
40534|CAIDA_class|Enterprise
40536|CAIDA_class|Transit/Access
40537|CAIDA_class|Enterprise
40539|CAIDA_class|Content
40541|CAIDA_class|Enterprise
40543|CAIDA_class|Enterprise
40544|CAIDA_class|Enterprise
40545|CAIDA_class|Transit/Access
40547|CAIDA_class|Enterprise
40548|CAIDA_class|Enterprise
40549|CAIDA_class|Enterprise
40551|CAIDA_class|Enterprise
40552|CAIDA_class|Enterprise
40553|CAIDA_class|Transit/Access
40554|CAIDA_class|Enterprise
40555|CAIDA_class|Transit/Access
40556|CAIDA_class|Enterprise
40558|CAIDA_class|Enterprise
40559|CAIDA_class|Enterprise
40560|CAIDA_class|Enterprise
40561|CAIDA_class|Content
40562|CAIDA_class|Enterprise
40563|CAIDA_class|Transit/Access
40564|CAIDA_class|Enterprise
40565|CAIDA_class|Enterprise
40566|CAIDA_class|Enterprise
40567|CAIDA_class|Enterprise
40568|CAIDA_class|Enterprise
40569|CAIDA_class|Enterprise
40570|manual_class|Enterprise
40571|CAIDA_class|Transit/Access
40572|CAIDA_class|Enterprise
40573|CAIDA_class|Transit/Access
40574|CAIDA_class|Enterprise
40575|CAIDA_class|Enterprise
40577|CAIDA_class|Enterprise
40578|CAIDA_class|Enterprise
40579|CAIDA_class|Transit/Access
40581|CAIDA_class|Transit/Access
40583|CAIDA_class|Enterprise
40584|CAIDA_class|Enterprise
40585|CAIDA_class|Enterprise
40586|CAIDA_class|Enterprise
40587|CAIDA_class|Enterprise
40588|CAIDA_class|Enterprise
40589|CAIDA_class|Enterprise
40590|CAIDA_class|Enterprise
40591|CAIDA_class|Transit/Access
40592|CAIDA_class|Enterprise
40593|CAIDA_class|Enterprise
40594|CAIDA_class|Transit/Access
40596|CAIDA_class|Transit/Access
40597|CAIDA_class|Enterprise
40598|CAIDA_class|Enterprise
40599|CAIDA_class|Enterprise
40600|CAIDA_class|Enterprise
40601|CAIDA_class|Enterprise
40602|CAIDA_class|Enterprise
40603|CAIDA_class|Transit/Access
